query_id,Q0,doc_id,rank,BM25_score,system_name
3,Q0,Nanjing,1,1.9601463575442544,BM25
3,Q0,History_of_Antarctica,2,1.9300980150766291,BM25
3,Q0,Venera_4,3,1.8199637795744217,BM25
3,Q0,Luoyang,4,1.76105570701096,BM25
3,Q0,PBS,5,1.595299736646286,BM25
3,Q0,Geomagnetic_pole,6,1.5534772487596917,BM25
3,Q0,Leif_Ericson,7,1.5102975706367143,BM25
3,Q0,Nile,8,1.5058664229329681,BM25
3,Q0,Grand_Canyon,9,1.4947475571877158,BM25
3,Q0,Marseille,10,1.4889019454930923,BM25
3,Q0,Marshall_Islands,11,1.426259713234631,BM25
3,Q0,Henrietta_Leavitt,12,1.399469356236761,BM25
3,Q0,Diogo_Fernandes_Pereira,13,1.276020487154499,BM25
3,Q0,Nuclear_power,14,1.2615816844227565,BM25
3,Q0,Associated_Press,15,1.2190377421304066,BM25
3,Q0,Greenland,16,1.2160336104276648,BM25
3,Q0,Arctic_exploration,17,1.2069720146715046,BM25
3,Q0,Namibia,18,1.1918149492862407,BM25
3,Q0,Republic_of_the_Congo,19,1.1883187168673288,BM25
3,Q0,Space_station,20,1.1882217596984113,BM25
3,Q0,International_Space_Station,21,1.1818309152305928,BM25
3,Q0,Salyut,22,1.1815443383627473,BM25
3,Q0,Bigelow_Commercial_Space_Station,23,1.1786442340373782,BM25
3,Q0,Interdisciplinary,24,1.1731568970198767,BM25
3,Q0,List_of_human_spaceflights_by_program,25,1.1606901482981073,BM25
3,Q0,Mir,26,1.1557595816959916,BM25
3,Q0,Orbital_Technologies_Commercial_Space_Station,27,1.1459399910587227,BM25
3,Q0,Kite_flying,28,1.1388108063721731,BM25
3,Q0,Zenith,29,1.1259817838004558,BM25
3,Q0,Giordano_Bruno,30,1.11865596765486,BM25
3,Q0,Don_Pettit,31,1.1174901055959232,BM25
3,Q0,Skylab,32,1.1144089284291323,BM25
3,Q0,Space_Shuttle_program,33,1.112705785001448,BM25
3,Q0,Chinese_space_program,34,1.10768842627596,BM25
3,Q0,STS-133,35,1.1023818240245393,BM25
3,Q0,Spacewalk,36,1.1019859145190836,BM25
3,Q0,Soyuz_program,37,1.097027243739847,BM25
3,Q0,NASA,38,1.0950086074266623,BM25
3,Q0,Outline_of_space_science,39,1.0892222907852118,BM25
3,Q0,Marshall_Space_Flight_Center,40,1.088405513048742,BM25
3,Q0,Cape_Verde,41,1.0868506912096503,BM25
3,Q0,Salyut_1,42,1.0868015947572967,BM25
3,Q0,Space_architecture,43,1.0856939040888758,BM25
3,Q0,Flight_controller,44,1.079429989108578,BM25
3,Q0,Altjira,45,1.0771736576342466,BM25
3,Q0,Human_spaceflight,46,1.0767820250982643,BM25
3,Q0,List_of_spaceflight_records,47,1.0746757478147835,BM25
3,Q0,Abel_Tasman,48,1.0728960532300262,BM25
3,Q0,Roman_trade_with_India,49,1.068697827845795,BM25
3,Q0,List_of_explorers,50,1.0685697272637837,BM25
3,Q0,Private_spaceflight,51,1.0540411206322648,BM25
3,Q0,Space_tourism,52,1.0530075772030296,BM25
3,Q0,Religion_in_space,53,1.0492516267268317,BM25
3,Q0,Civil_twilight,54,1.049206285117888,BM25
3,Q0,Twilight,54,1.049206285117888,BM25
3,Q0,Astronomical_twilight,54,1.049206285117888,BM25
3,Q0,Nautical_twilight,54,1.049206285117888,BM25
3,Q0,Human_outpost,58,1.0406069421037438,BM25
3,Q0,Soyuz_spacecraft,59,1.0361514052868102,BM25
3,Q0,BogotÃ¡,60,1.0338792108267436,BM25
3,Q0,Roscosmos,61,1.0311942541002266,BM25
3,Q0,Review_of_United_States_Human_Space_Flight_Plans_Committee,62,1.027715080107555,BM25
3,Q0,Mission_Control,63,1.0168222742254187,BM25
3,Q0,Constellation_program,64,1.0023466354076813,BM25
3,Q0,Valeri_Polyakov,65,0.9999445708368581,BM25
3,Q0,Siam,66,0.9998219083324628,BM25
3,Q0,Thailand,66,0.9998219083324628,BM25
3,Q0,SpaceX,68,0.9966132904325005,BM25
3,Q0,Paraguay,69,0.9951986101702215,BM25
3,Q0,Marquesas_Islands,70,0.9938490694434047,BM25
3,Q0,NASA_Authorization_Act_of_2010,71,0.9843161159389566,BM25
3,Q0,Space_manufacturing,72,0.9808674911925617,BM25
3,Q0,Space_exploration,73,0.9788481322524486,BM25
3,Q0,Solomon_Islands,74,0.9762938518242559,BM25
3,Q0,Space_Shuttle,75,0.9672910269247348,BM25
3,Q0,Japan_Aerospace_Exploration_Agency,76,0.9634743393954892,BM25
3,Q0,Nubia,77,0.9535603134062332,BM25
3,Q0,Spacecraft,78,0.95185810108186,BM25
3,Q0,Soviet_space_program,79,0.9479416765490993,BM25
3,Q0,European_Space_Agency,80,0.9465357220551344,BM25
3,Q0,Space_Race,81,0.9398008382969849,BM25
3,Q0,Agriculture,82,0.9328955267332255,BM25
3,Q0,Andrew_Jackson,83,0.9322408649333886,BM25
3,Q0,Vostok_1,84,0.9319294445253488,BM25
3,Q0,Apollo_Telescope_Mount,85,0.9214165082432945,BM25
3,Q0,Colorado_River,86,0.9030101010146314,BM25
3,Q0,Cosmonaut,87,0.9025467591353304,BM25
3,Q0,Astronaut,87,0.9025467591353304,BM25
3,Q0,In-space_propulsion_technologies,89,0.9011897303803832,BM25
3,Q0,Shetland_Islands,90,0.898369325718784,BM25
3,Q0,Low_Earth_orbit,91,0.8960663132558372,BM25
3,Q0,Wake_Island,92,0.8959183156574371,BM25
3,Q0,Satellite_radio,93,0.8885310187305969,BM25
3,Q0,European_exploration_of_Africa,94,0.8878444365260428,BM25
3,Q0,Tasmania,95,0.8869051188239959,BM25
3,Q0,Mississippi_River,96,0.88630745184854,BM25
3,Q0,Arabia,97,0.8858482704853766,BM25
3,Q0,Timeline_of_planetary_exploration,98,0.8849204143873033,BM25
3,Q0,Timeline_of_Solar_System_exploration,98,0.8849204143873033,BM25
3,Q0,Space_debris,100,0.883930498334077,BM25
