query_id,Q0,doc_id,rank,BM25_score,system_name
5,Q0,Rover_(space_exploration),45,4.171539694098538,BM25
5,Q0,Valeri_Polyakov,46,4.165243807432146,BM25
5,Q0,Review_of_United_States_Human_Space_Flight_Plans_Committee,47,4.155797573147131,BM25
5,Q0,Zond_program,48,4.155434162751646,BM25
5,Q0,Space_probe,49,4.131281771024977,BM25
5,Q0,Mars_3,50,4.120193682176471,BM25
5,Q0,Flexible_path,51,4.097875800378077,BM25
5,Q0,Chinese_space_program,52,4.024144407577938,BM25
5,Q0,Effect_of_spaceflight_on_the_human_body,53,3.9960957146894334,BM25
5,Q0,In-space_propulsion_technologies,54,3.951079733207558,BM25
5,Q0,Mars,55,3.9341665826514403,BM25
5,Q0,Atmospheric_reentry,56,3.932844596947442,BM25
5,Q0,Space_Launch_System,57,3.9149156591138916,BM25
5,Q0,Unmanned_spacecraft,58,3.9061767049748,BM25
5,Q0,Orion_(spacecraft),59,3.8874135180581755,BM25
5,Q0,European_Space_Agency,60,3.8540687474991784,BM25
5,Q0,Lunokhod_programme,61,3.8503110393208053,BM25
5,Q0,Human_spaceflight,62,3.826310539771008,BM25
5,Q0,Roscosmos,63,3.801837659136028,BM25
5,Q0,Spacefaring,64,3.794391136372755,BM25
5,Q0,Mariner_program,65,3.7806965926982525,BM25
5,Q0,Landings_on_other_planets,66,3.760496112755087,BM25
5,Q0,Viking_1,67,3.7530052250768513,BM25
5,Q0,Emirates_Mars_Mission,68,3.7497379709153806,BM25
5,Q0,Private_spaceflight,69,3.730955942956844,BM25
5,Q0,Mir,70,3.696848617747282,BM25
5,Q0,Asteroid_mining,71,3.66728449579597,BM25
5,Q0,Space_colonization,72,3.630987154386145,BM25
5,Q0,In-situ_resource_utilization,73,3.6307649410036293,BM25
5,Q0,Lagrangian_point,74,3.6196762859252605,BM25
5,Q0,Viking_program,75,3.6049120114907947,BM25
5,Q0,Rosetta_(spacecraft),76,3.53438442181413,BM25
5,Q0,Deep_space_exploration,77,3.518920954879646,BM25
5,Q0,List_of_human_spaceflights_by_program,78,3.509074200928005,BM25
5,Q0,Ceres_(dwarf_planet),79,3.499816745107376,BM25
5,Q0,Astrobotic_Technology,80,3.415887364591482,BM25
5,Q0,Valentin_Glushko,81,3.4084197006677837,BM25
5,Q0,Arthur_Eddington,82,3.4072300640085,BM25
5,Q0,Space_tourism,83,3.3895119070099957,BM25
5,Q0,Asia's_Space_Race,84,3.3814371378280152,BM25
5,Q0,Astronaut,85,3.380794735244646,BM25
5,Q0,Cosmonaut,85,3.380794735244646,BM25
5,Q0,Pioneer_10,87,3.353942396905244,BM25
5,Q0,Portuguese_empire,88,3.320764884060066,BM25
5,Q0,Light_sail,89,3.31748203067783,BM25
5,Q0,Space_Shuttle_program,90,3.3103545101654506,BM25
5,Q0,International_Space_Station,91,3.2945633608163845,BM25
5,Q0,U,92,3.274821578580231,BM25
5,Q0,Gravitational_slingshot,93,3.236894617850256,BM25
5,Q0,Gravity_assist,93,3.236894617850256,BM25
5,Q0,Space_archaeology,95,3.2108772272976207,BM25
5,Q0,4_Vesta,96,3.20813461195199,BM25
5,Q0,Asteroid_belt,97,3.199621058474157,BM25
5,Q0,Saturn_V,98,3.1954766878482737,BM25
5,Q0,Moon_landing,99,3.1766059657633354,BM25
5,Q0,Triton_(moon),100,3.1765343585408305,BM25
