query_id,Q0,duc_id,rank,BM25_score,System_name
4,Q0,Big_Bang_cosmology,1,11.2067232131958,Lucene
4,Q0,Big_Bang,2,11.2067232131958,Lucene
4,Q0,Ralph_Alpher,3,10.87679672241211,Lucene
4,Q0,Cosmic_microwave_background_radiation,4,10.611234664916992,Lucene
4,Q0,Cosmic_microwave_background,5,10.611234664916992,Lucene
4,Q0,Age_of_the_universe,6,10.5377197265625,Lucene
4,Q0,Cosmology,7,10.500005722045898,Lucene
4,Q0,Universe,8,10.43020248413086,Lucene
4,Q0,Recombination_(cosmology),9,10.418919563293457,Lucene
4,Q0,Cosmic_neutrino_background,10,10.268082618713379,Lucene
4,Q0,Georges_LemaÃ®tre,11,10.199841499328613,Lucene
4,Q0,Robert_Herman,12,10.141677856445312,Lucene
4,Q0,Metric_expansion_of_space,13,9.81420612335205,Lucene
4,Q0,Deuterium,14,9.762280464172363,Lucene
4,Q0,Shape_of_the_universe,15,9.615387916564941,Lucene
4,Q0,Redshift,16,9.539546966552734,Lucene
4,Q0,Stephen_Hawking,17,9.415369987487793,Lucene
4,Q0,List_of_multiple_discoveries,18,9.294637680053711,Lucene
4,Q0,Dark_matter,19,9.262274742126465,Lucene
4,Q0,Observable_universe,20,8.732328414916992,Lucene
4,Q0,Wilkinson_Microwave_Anisotropy_Probe,21,8.66091251373291,Lucene
4,Q0,Hubble_constant,22,8.629350662231445,Lucene
4,Q0,Hubble's_law,23,8.629350662231445,Lucene
4,Q0,Dark_energy,24,8.583747863769531,Lucene
4,Q0,Outer_space,25,8.439416885375977,Lucene
4,Q0,Interstellar_space,26,8.439416885375977,Lucene
4,Q0,Edwin_Hubble,27,8.439056396484375,Lucene
4,Q0,Timeline_of_scientific_discoveries,28,8.403281211853027,Lucene
4,Q0,Astronomy,29,8.313555717468262,Lucene
4,Q0,Black_hole,30,8.189538955688477,Lucene
4,Q0,Cosmic_background_radiation,31,8.143977165222168,Lucene
4,Q0,Galaxy,32,8.049749374389648,Lucene
4,Q0,Helium,33,8.026418685913086,Lucene
4,Q0,Astronomical_radio_source,34,8.004852294921875,Lucene
4,Q0,Subatomic_particle,35,7.8228840827941895,Lucene
4,Q0,Stellar_nucleosynthesis,36,7.028672695159912,Lucene
4,Q0,Electron,37,6.878836631774902,Lucene
4,Q0,Panspermia,38,6.7695183753967285,Lucene
4,Q0,Neutrino,39,6.695455074310303,Lucene
4,Q0,Gravity,40,6.632207870483398,Lucene
4,Q0,Gravitation,41,6.632207870483398,Lucene
4,Q0,Black_body,42,6.582943916320801,Lucene
4,Q0,Void_(astronomy),43,6.582943916320801,Lucene
4,Q0,Matter,44,6.582217216491699,Lucene
4,Q0,Radiation_pressure,45,6.279104709625244,Lucene
4,Q0,Radio_astronomy,46,6.206723690032959,Lucene
4,Q0,Baryonic_matter,47,6.206723690032959,Lucene
4,Q0,Interstellar_medium,48,5.871476173400879,Lucene
4,Q0,Human_evolution,49,5.660381317138672,Lucene
4,Q0,Milky_Way,50,5.593761444091797,Lucene
4,Q0,Cosmic_ray,51,5.458871841430664,Lucene
4,Q0,Cosmic_rays,52,5.458871841430664,Lucene
4,Q0,Origin_of_life,53,5.43869161605835,Lucene
4,Q0,List_of_interstellar_and_circumstellar_molecules,54,5.391143798828125,Lucene
4,Q0,Hydrogen,55,5.369223117828369,Lucene
4,Q0,Antimatter,56,5.269556999206543,Lucene
4,Q0,Anti-matter,57,5.269556999206543,Lucene
4,Q0,Star,58,4.991677761077881,Lucene
4,Q0,Sciences,59,4.724837779998779,Lucene
4,Q0,Massâenergy_equivalence,60,4.622119903564453,Lucene
4,Q0,Arthur_C._Clarke,61,4.6104350090026855,Lucene
4,Q0,Cosmic_dust,62,4.5046796798706055,Lucene
4,Q0,Multiple_discovery,63,4.232615947723389,Lucene
4,Q0,Sun,64,4.231700897216797,Lucene
4,Q0,Bold_hypothesis,65,4.188318252563477,Lucene
4,Q0,Apollo_13,66,4.0466742515563965,Lucene
4,Q0,Invention,67,3.894486427307129,Lucene
4,Q0,Nazi,68,3.605282783508301,Lucene
4,Q0,Han_dynasty,69,3.569183111190796,Lucene
4,Q0,Explorer_1,70,3.435077428817749,Lucene
4,Q0,Astropause,71,3.3006162643432617,Lucene
4,Q0,Heliopause_(astronomy),72,3.3006162643432617,Lucene
4,Q0,Heliosphere,73,3.3006162643432617,Lucene
4,Q0,Nuclear_fusion,74,3.2088494300842285,Lucene
4,Q0,Hayabusa_(spacecraft),75,3.1831135749816895,Lucene
4,Q0,Phobos_(moon),76,3.1820476055145264,Lucene
4,Q0,East_Africa,77,3.1820476055145264,Lucene
4,Q0,Taurus_(constellation),78,3.1596031188964844,Lucene
4,Q0,Early_human_migrations,79,3.1577017307281494,Lucene
4,Q0,Ontology,80,3.1577017307281494,Lucene
4,Q0,Scientific_research,81,3.126821279525757,Lucene
4,Q0,Hawaiian_Islands,82,3.1168792247772217,Lucene
4,Q0,Thailand,83,3.1144073009490967,Lucene
4,Q0,Siam,84,3.1144073009490967,Lucene
4,Q0,Rainbow,85,3.0738015174865723,Lucene
4,Q0,Evolution,86,3.064483404159546,Lucene
4,Q0,Space_architecture,87,2.9589996337890625,Lucene
4,Q0,Project_Gemini,88,2.9102699756622314,Lucene
4,Q0,Gemini_program,89,2.9102699756622314,Lucene
4,Q0,United_Kingdom,90,2.850907564163208,Lucene
4,Q0,Radio_telescope,91,2.765974521636963,Lucene
4,Q0,Spaceflight,92,2.6910648345947266,Lucene
4,Q0,Sumatra,93,2.6250016689300537,Lucene
4,Q0,William_Anders,94,2.6250016689300537,Lucene
4,Q0,NASA,95,2.6005702018737793,Lucene
4,Q0,Supernova,96,2.6005702018737793,Lucene
4,Q0,Insect,97,2.541799783706665,Lucene
4,Q0,Mississippi_River,98,2.468355894088745,Lucene
4,Q0,City,99,2.4218711853027344,Lucene
4,Q0,Grand_Canyon,100,2.392460823059082,Lucene
