query_id,Q0,duc_id,rank,BM25_score,System_name
3,Q0,Space_station,1,5.124089241027832,Lucene
3,Q0,Bigelow_Commercial_Space_Station,2,5.102526664733887,Lucene
3,Q0,List_of_human_spaceflights_by_program,3,5.0985941886901855,Lucene
3,Q0,Space_Shuttle_program,4,5.075423240661621,Lucene
3,Q0,Salyut,5,5.06343936920166,Lucene
3,Q0,Space_architecture,6,5.041639804840088,Lucene
3,Q0,International_Space_Station,7,5.00372314453125,Lucene
3,Q0,Outline_of_space_science,8,5.0021138191223145,Lucene
3,Q0,NASA,9,5.001238822937012,Lucene
3,Q0,Don_Pettit,10,4.994863986968994,Lucene
3,Q0,Review_of_United_States_Human_Space_Flight_Plans_Committee,11,4.982189178466797,Lucene
3,Q0,Marshall_Space_Flight_Center,12,4.979868412017822,Lucene
3,Q0,Private_spaceflight,13,4.9616851806640625,Lucene
3,Q0,List_of_spaceflight_records,14,4.94131326675415,Lucene
3,Q0,NASA_Authorization_Act_of_2010,15,4.917622089385986,Lucene
3,Q0,Spacewalk,16,4.8998703956604,Lucene
3,Q0,Chinese_space_program,17,4.895524978637695,Lucene
3,Q0,Religion_in_space,18,4.891735076904297,Lucene
3,Q0,STS-133,19,4.884768009185791,Lucene
3,Q0,Roscosmos,20,4.880351543426514,Lucene
3,Q0,Human_spaceflight,21,4.875492572784424,Lucene
3,Q0,Orbital_Technologies_Commercial_Space_Station,22,4.870431900024414,Lucene
3,Q0,Space_tourism,23,4.867058277130127,Lucene
3,Q0,Mission_Control,24,4.860534191131592,Lucene
3,Q0,Mir,25,4.840919494628906,Lucene
3,Q0,Human_outpost,26,4.825994491577148,Lucene
3,Q0,Valeri_Polyakov,27,4.811306953430176,Lucene
3,Q0,SpaceX,28,4.808403491973877,Lucene
3,Q0,Constellation_program,29,4.776368141174316,Lucene
3,Q0,Flight_controller,30,4.775082588195801,Lucene
3,Q0,Space_manufacturing,31,4.773087978363037,Lucene
3,Q0,Space_law,32,4.768439292907715,Lucene
3,Q0,Soyuz_program,33,4.766000747680664,Lucene
3,Q0,Japan_Aerospace_Exploration_Agency,34,4.749799728393555,Lucene
3,Q0,European_Space_Agency,35,4.747310161590576,Lucene
3,Q0,Space_exploration,36,4.729048728942871,Lucene
3,Q0,Spacecraft,37,4.707309722900391,Lucene
3,Q0,Space_Shuttle,38,4.692553997039795,Lucene
3,Q0,Soyuz_spacecraft,39,4.685672283172607,Lucene
3,Q0,Space_Race,40,4.668824195861816,Lucene
3,Q0,List_of_explorers,41,4.663171768188477,Lucene
3,Q0,Skylab,42,4.655890464782715,Lucene
3,Q0,Vision_for_Space_Exploration,43,4.630706310272217,Lucene
3,Q0,Space_debris,44,4.618258476257324,Lucene
3,Q0,Astronaut,45,4.597816467285156,Lucene
3,Q0,Cosmonaut,46,4.597816467285156,Lucene
3,Q0,Salyut_1,47,4.583674430847168,Lucene
3,Q0,Space_elevators,48,4.541079998016357,Lucene
3,Q0,Low_Earth_orbit,49,4.524213790893555,Lucene
3,Q0,Soviet_space_program,50,4.500284671783447,Lucene
3,Q0,Aleksei_Leonov,51,4.488162517547607,Lucene
3,Q0,Discovery_and_exploration_of_the_Solar_System,52,4.4133992195129395,Lucene
3,Q0,Colonization_of_the_Moon,53,4.402193069458008,Lucene
3,Q0,Vostok_1,54,4.399631977081299,Lucene
3,Q0,Chinese_Lunar_Exploration_Program,55,4.394567966461182,Lucene
3,Q0,International_Cometary_Explorer,56,4.336466312408447,Lucene
3,Q0,In-space_propulsion_technologies,57,4.295225143432617,Lucene
3,Q0,Effect_of_spaceflight_on_the_human_body,58,4.275332927703857,Lucene
3,Q0,Orion_(spacecraft),59,4.262260437011719,Lucene
3,Q0,Timeline_of_Solar_System_exploration,60,4.254713535308838,Lucene
3,Q0,Timeline_of_planetary_exploration,61,4.254713535308838,Lucene
3,Q0,KÃ¡rmÃ¡n_line,62,4.235297679901123,Lucene
3,Q0,Sputnik_1,63,4.227333068847656,Lucene
3,Q0,Konstantin_Tsiolkovsky,64,4.208808898925781,Lucene
3,Q0,Zenith,65,4.191242694854736,Lucene
3,Q0,Flexible_path,66,4.175787448883057,Lucene
3,Q0,Health_threat_from_cosmic_rays,67,4.155513286590576,Lucene
3,Q0,Meteoroid,68,4.14385461807251,Lucene
3,Q0,Meteor,69,4.14385461807251,Lucene
3,Q0,Nuclear_power,70,4.142674922943115,Lucene
3,Q0,List_of_Russian_explorers,71,4.1258320808410645,Lucene
3,Q0,Russian_explorers,72,4.1258320808410645,Lucene
3,Q0,Halley_Armada,73,4.122601509094238,Lucene
